Time (s),ADC Value,30s Avg,5m Avg,10m Avg
6564,270,923.7,977.97,994.3
6567,996,966.2,971.73,990.33
6570,255,911.8,974.15,984.42
6573,614,902.7,966.63,981.1
6576,399,760.5,956.51,974.26
6579,871,690.9,957.01,976.97
6582,1760,772.2,972.93,983.65
6585,1404,792.3,969.25,987.63
6588,1879,848.6,969.8,989.5
6591,816,926.4,976.78,986.18
6594,1849,1084.3,983.85,985.81
6597,1867,1171.4,986.63,993.63
6600,103,1156.2,985.15,992.62
6603,1432,1238.0,999.2,990.02
6606,264,1224.5,996.06,985.64
6609,1808,1318.2,1005.54,984.98
6612,1439,1286.1,1011.65,982.25
6615,524,1198.1,1006.4,978.98
6618,1422,1152.4,1008.51,983.44
6621,1972,1268.0,1009.97,984.26
6624,1913,1274.4,1009.82,991.51
6627,1949,1282.6,1018.65,998.97
6630,1326,1404.9,1012.21,998.04
6633,407,1302.4,1008.38,993.12
6636,836,1359.6,1000.77,987.67
6639,1100,1288.8,998.25,987.05
6642,761,1221.0,995.53,981.98
6645,1568,1325.4,1000.41,980.98
6648,1602,1343.4,1008.05,982.42
6651,67,1152.9,992.18,973.77
6654,62,967.8,991.79,964.72
6657,168,789.7,988.1,961.3
6660,285,685.6,985.98,962.3
6663,1213,766.2,983.29,959.75
6666,1426,825.2,989.16,966.45
6669,411,756.3,977.91,967.27
6672,1449,825.1,985.24,965.72
6675,990,767.3,992.45,964.04
6678,615,668.6,982.17,961.75
6681,789,740.8,970.08,957.35
6684,1053,839.9,969.32,955.42
6687,1038,926.9,966.07,960.13
6690,185,916.9,955.84,958.8
6693,945,890.1,964.03,960.58
6696,1735,921.0,967.41,964.58
6699,312,911.1,959.07,965.86
6702,1342,900.4,965.37,970.0
6705,1700,971.4,982.13,970.61
6708,225,932.4,973.58,968.92
6711,770,930.5,962.75,966.05
6714,617,886.9,963.11,967.37
6717,173,800.4,949.94,961.25
6720,599,841.8,953.4,958.47
6723,766,823.9,960.14,959.91
6726,444,694.8,959.03,954.45
6729,209,684.5,948.92,955.03
6732,1932,743.5,951.48,963.41
6735,166,590.1,940.75,963.77
6738,1845,752.1,944.49,972.48
6741,1415,816.6,949.25,975.84
6744,945,849.4,956.8,971.94
6747,698,901.9,961.27,973.61
6750,919,933.9,954.85,969.71
6753,1372,994.5,966.4,967.78
6756,1685,1118.6,983.21,969.88
6759,1704,1268.1,989.55,978.18
6762,1594,1234.3,987.7,983.25
6765,1531,1370.8,1002.35,987.36
6768,1406,1326.9,1000.35,987.25
6771,1904,1375.8,1019.14,992.85
6774,1747,1456.0,1016.88,993.55
6777,1397,1525.9,1023.48,991.05
6780,981,1532.1,1031.96,992.98
6783,739,1468.8,1027.41,996.64
6786,810,1381.3,1024.55,994.0
6789,1623,1373.2,1026.1,997.91
6792,254,1239.2,1013.56,996.2
6795,1825,1268.6,1016.13,997.61
6798,1552,1283.2,1017.78,1001.14
6801,1941,1286.9,1032.98,1008.18
6804,69,1119.1,1026.99,1007.79
6807,500,1029.4,1021.81,1007.51
6810,974,1028.7,1025.71,1008.75
6813,1918,1146.6,1031.62,1015.4
6816,1974,1263.0,1048.4,1020.17
6819,450,1145.7,1047.86,1018.62
6822,1201,1240.4,1044.05,1023.15
6825,685,1126.4,1036.8,1020.69
6828,817,1052.9,1044.42,1019.14
6831,927,951.5,1049.49,1014.95
6834,1356,1080.2,1048.17,1018.49
6837,471,1077.3,1047.17,1012.3
6840,1408,1120.7,1053.26,1012.1
6843,1196,1048.5,1058.17,1014.89
6846,1072,958.3,1050.68,1019.29
6849,552,968.5,1040.53,1015.95
6852,1244,972.8,1043.5,1021.1
6855,1687,1073.0,1048.34,1021.45
6858,393,1030.6,1039.11,1014.14
6861,475,985.4,1043.48,1015.07
6864,1097,959.5,1051.75,1014.86
6867,1742,1086.6,1059.21,1015.47
6870,1647,1110.5,1073.13,1023.64
6873,725,1063.4,1074.24,1020.43
6876,1581,1114.3,1086.06,1021.28
6879,1232,1182.3,1089.67,1023.34
6882,1239,1181.8,1084.46,1028.69
6885,833,1096.4,1078.75,1024.0
6888,1168,1173.9,1071.64,1020.72
6891,1445,1270.9,1077.93,1027.36
6894,1507,1311.9,1074.51,1029.18
6897,1796,1317.3,1073.8,1030.21
6900,1360,1288.6,1086.37,1035.76
6903,152,1231.3,1073.57,1036.38
6906,520,1125.2,1076.13,1036.1
6909,1852,1187.2,1076.57,1041.06
6912,1431,1206.4,1076.49,1044.07
6915,329,1156.0,1074.54,1040.47
6918,642,1103.4,1066.74,1037.62
6921,1486,1107.5,1061.88,1035.92
6924,1823,1139.1,1060.98,1035.4
6927,1315,1091.0,1054.64,1036.64
6930,1189,1073.9,1053.27,1032.74
6933,1325,1191.2,1062.45,1035.41
6936,84,1147.6,1054.93,1027.85
6939,1668,1129.2,1060.61,1029.43
6942,1254,1111.5,1065.54,1030.54
6945,1610,1239.6,1065.96,1033.18
6948,1631,1338.5,1066.25,1037.15
6951,121,1202.0,1066.79,1029.48
6954,967,1116.4,1075.84,1033.82
6957,202,1005.1,1076.18,1032.14
6960,774,963.6,1081.07,1033.53
6963,614,892.5,1075.08,1029.18
6966,1127,996.8,1072.09,1030.62
6969,809,910.9,1076.07,1026.99
6972,1810,966.5,1079.68,1032.46
6975,1783,983.8,1087.61,1040.03
6978,83,829.0,1082.29,1032.23
6981,14,818.3,1074.54,1022.31
6984,1991,920.7,1083.92,1026.62
6987,324,932.9,1076.78,1021.42
6990,402,895.7,1078.95,1017.39
6993,455,879.8,1074.05,1019.04
6996,1478,914.9,1071.48,1019.45
6999,754,909.4,1075.9,1017.49
7002,39,732.3,1062.87,1014.12
7005,1326,686.6,1059.13,1020.63
7008,1650,843.3,1073.38,1023.48
7011,1389,980.8,1079.57,1021.16
7014,717,853.4,1080.57,1021.84
7017,1720,993.0,1096.04,1022.99
7020,30,955.8,1090.35,1021.88
7023,1627,1073.0,1098.96,1029.55
7026,1003,1025.5,1104.55,1031.79
7029,927,1042.8,1111.73,1030.33
7032,1330,1171.9,1105.71,1028.6
7035,1144,1153.7,1115.49,1028.12
7038,1800,1168.7,1115.04,1029.77
7041,1142,1144.0,1112.31,1030.78
7044,1747,1247.0,1120.33,1038.57
7047,1970,1272.0,1133.05,1047.16
7050,503,1319.3,1128.89,1041.87
7053,574,1214.0,1120.91,1043.65
7056,1267,1240.4,1116.73,1049.97
7059,1724,1320.1,1116.93,1053.24
7062,975,1284.6,1110.74,1049.22
7065,602,1230.4,1101.45,1051.9
7068,154,1065.8,1088.93,1044.64
7071,1276,1079.2,1082.65,1050.89
7074,1416,1046.1,1079.34,1048.11
7077,917,940.8,1074.54,1049.01
7080,1944,1084.9,1084.17,1058.07
7083,1837,1211.2,1095.15,1061.28
7086,424,1126.9,1091.29,1057.92
7089,1885,1143.0,1093.91,1060.01
7092,490,1094.5,1096.27,1054.91
7095,329,1067.2,1081.31,1048.72
7098,1425,1194.3,1080.04,1048.91
7101,42,1070.9,1061.05,1047.02
7104,1129,1042.2,1071.65,1049.32
7107,930,1043.5,1075.95,1048.88
7110,248,873.9,1068.69,1047.2
7113,1669,857.1,1066.2,1048.91
7116,175,832.2,1048.21,1048.31
7119,280,671.7,1046.51,1047.18
7122,564,679.1,1040.14,1042.1
7125,135,659.7,1034.64,1035.72
7128,124,529.6,1027.71,1036.07
7131,644,589.8,1024.88,1037.18
7134,545,531.4,1016.77,1032.47
7137,366,475.0,1015.72,1031.44
7140,892,539.4,1010.56,1031.91
7143,190,391.5,1000.5,1029.34
7146,1603,534.3,1005.81,1028.24
7149,452,551.5,1004.81,1022.67
7152,1534,648.5,1007.71,1025.61
7155,1440,779.0,1005.24,1026.79
7158,525,819.1,1006.56,1022.84
7161,873,842.0,1010.54,1027.01
7164,1384,925.9,1013.41,1032.58
7167,294,918.7,998.93,1029.07
7170,165,846.0,984.11,1028.62
7173,1071,934.1,987.57,1030.9
7176,1212,895.0,983.88,1034.97
7179,1094,959.2,982.5,1036.09
7182,808,886.6,978.19,1031.33
7185,1613,903.9,985.99,1032.37
7188,505,901.9,979.36,1025.5
7191,1863,1000.9,983.54,1030.73
7194,137,876.2,969.84,1022.17
7197,1106,957.4,962.94,1018.37
7200,553,996.2,954.87,1020.62
7203,459,935.0,957.94,1015.75
7206,1365,950.3,966.39,1021.26
7209,917,932.6,957.04,1016.8
7212,1007,952.5,952.8,1014.64
7215,150,806.2,951.01,1012.77
7218,706,826.3,951.65,1009.2
7221,1780,818.0,954.59,1008.24
7224,1822,986.5,954.58,1007.78
7227,814,957.3,949.57,1002.11
7230,1167,1018.7,949.35,1001.31
7233,1432,1116.0,950.42,1006.43
7236,1042,1083.7,960.0,1007.47
7239,1074,1099.4,954.06,1007.34
7242,1095,1108.2,952.47,1009.0
7245,1171,1210.3,948.08,1007.02
7248,1731,1312.8,949.08,1007.66
7251,1906,1325.4,966.93,1016.86
7254,861,1229.3,965.87,1020.86
7257,101,1158.0,964.86,1020.52
7260,1386,1179.9,970.98,1026.03
7263,344,1071.1,968.28,1021.68
7266,129,979.8,958.3,1015.2
7269,1506,1023.0,965.27,1020.67
7272,1425,1056.0,961.42,1020.55
7275,1986,1137.5,963.45,1025.53
7278,70,971.4,963.32,1022.8
7281,683,849.1,970.01,1022.27
7284,518,814.8,955.28,1019.6
7287,1619,966.6,968.23,1022.5
7290,109,838.9,965.3,1022.12
7293,1622,966.7,976.97,1025.51
7296,629,1016.7,968.48,1019.98
7299,1300,996.1,973.94,1024.92
7302,353,888.9,977.08,1019.98
7305,735,763.8,971.17,1015.15
7308,1460,902.8,969.27,1021.33
7311,1102,944.7,966.4,1022.99
7314,1453,1038.2,973.76,1027.16
7317,1776,1053.9,974.32,1035.18
7320,358,1078.8,977.6,1033.97
7323,1132,1029.8,972.65,1035.81
7326,962,1063.1,972.24,1038.39
7329,360,969.1,966.57,1039.15
7332,756,1009.4,960.83,1033.27
7335,1354,1071.3,962.93,1039.21
7338,1912,1116.5,964.05,1039.55
7341,772,1083.5,960.35,1036.33
7344,1577,1095.9,958.65,1039.49
7347,1869,1105.2,957.64,1045.35
7350,1699,1239.3,969.6,1049.24
7353,1011,1227.2,973.97,1047.44
7356,1160,1247.0,972.9,1044.82
7359,953,1306.3,965.19,1041.06
7362,541,1284.8,960.85,1035.8
7365,768,1226.2,962.51,1031.98
7368,74,1042.4,961.71,1025.32
7371,162,981.4,950.57,1016.61
7374,1216,945.3,948.57,1013.96
7377,205,778.9,941.45,1008.0
7380,745,683.5,929.46,1006.82
7383,1133,695.7,922.42,1008.78
7386,972,676.9,927.9,1009.6
7389,1015,683.1,919.2,1006.55
7392,1835,812.5,932.65,1014.46
7395,1546,890.3,944.82,1013.07
7398,1329,1015.8,943.86,1011.95
7401,689,1068.5,950.33,1005.69
7404,415,988.4,943.19,1007.42
7407,1861,1154.0,952.5,1014.23
7410,681,1147.6,956.83,1012.76
7413,1096,1143.9,951.1,1008.65
7416,369,1083.6,953.04,1000.62
7419,211,1003.2,952.35,999.43
7422,713,891.0,953.84,996.99
7425,8,737.2,952.57,993.61
7428,274,631.7,954.07,990.89
7431,622,625.0,953.85,989.37
7434,1485,732.0,963.25,990.01
7437,1587,704.6,975.46,995.59
7440,1249,761.4,979.03,994.79
7443,1178,769.6,988.91,994.71
7446,59,738.6,973.47,989.64
7449,137,731.2,970.32,987.57
7452,936,753.5,964.34,986.02
7455,1063,859.0,960.57,982.9
7458,610,892.6,961.42,983.99
7461,898,920.2,961.67,986.11
7464,1765,948.2,965.48,989.45
7467,1485,938.0,977.39,988.16
7470,1269,940.0,988.43,986.27
7473,50,827.2,978.22,982.89
7476,1695,990.8,983.05,983.47
7479,1552,1132.3,987.63,985.07
7482,1636,1202.3,995.91,987.05
7485,1892,1285.2,998.7,992.35
7488,587,1282.9,999.52,989.44
7491,1211,1314.2,993.0,988.27
7494,961,1233.8,1001.24,985.54
7497,1813,1266.6,1008.31,985.62
7500,880,1227.7,1011.58,983.23
7503,984,1321.1,1016.83,987.38
7506,1511,1302.7,1018.29,992.34
7509,1520,1299.5,1024.32,990.68
7512,1781,1314.0,1032.06,992.43
7515,1407,1265.5,1044.63,997.82
7518,607,1267.5,1043.64,997.64
7521,1242,1270.6,1038.26,996.42
7524,1327,1307.2,1033.31,993.95
7527,188,1144.7,1027.05,988.31
7530,250,1081.7,1017.88,983.62
7533,89,992.2,1004.45,977.43
7536,1930,1034.1,1013.33,986.66
7539,1292,1011.3,1015.51,984.78
7542,83,841.5,1005.39,978.93
7545,1362,837.0,1007.3,977.69
7548,1685,944.8,1006.84,977.96
7551,1673,987.9,1004.51,985.72
7554,1971,1052.3,1015.61,990.74
7557,735,1107.0,1021.95,993.4
7560,95,1091.5,1009.04,990.01
7563,1452,1227.8,1020.12,994.2
7566,1596,1194.4,1034.79,996.54
7569,1145,1179.7,1031.18,998.23
7572,817,1253.1,1025.1,993.26
7575,740,1190.9,1012.64,988.04
7578,550,1077.4,1017.44,990.38
7581,1914,1101.5,1029.75,999.88
7584,822,986.6,1032.79,994.03
7587,1940,1107.1,1036.0,1002.12
7590,1464,1244.0,1049.55,1007.42
7593,1172,1216.0,1045.05,1011.01
7596,1910,1247.4,1057.86,1013.17
7599,1039,1236.8,1055.25,1014.6
7602,8,1155.9,1051.8,1014.44
7605,1357,1217.6,1058.02,1014.6
7608,35,1166.1,1043.77,1006.52
7611,489,1023.6,1037.64,1002.02
7614,184,959.8,1024.95,999.36
7617,73,773.1,1007.92,991.12
7620,689,695.6,1011.23,994.41
7623,1564,734.8,1015.55,994.1
7626,757,619.5,1013.5,992.87
7629,211,536.7,1012.01,989.29
7632,428,578.7,1008.73,984.78
7635,1940,637.0,1014.59,988.76
7638,106,644.1,996.53,980.29
7641,1685,763.7,1005.66,983.0
7644,269,772.2,992.58,975.62
7647,1342,899.1,987.31,972.48
7650,196,849.8,972.28,970.94
7653,696,763.0,969.13,971.55
7656,1235,810.8,969.88,971.39
7659,1253,915.0,972.88,969.03
7662,404,912.6,971.51,966.18
7665,1915,910.1,982.98,972.75
7668,1657,1065.2,998.81,980.26
7671,688,965.5,1004.07,977.32
7674,96,948.2,992.87,970.72
7677,101,824.1,991.83,966.64
7680,1383,942.8,998.21,963.84
7683,989,972.1,996.77,959.6
7686,1760,1024.6,1004.65,966.27
7689,1443,1043.6,1008.93,964.07
7692,1612,1164.4,1006.7,969.67
7695,902,1063.1,1000.26,972.54
7698,1850,1082.4,1005.47,974.66
7701,1507,1164.3,1013.65,981.99
7704,346,1189.3,1012.96,978.08
7707,337,1212.9,997.72,975.11
7710,231,1097.7,993.22,975.02
7713,1364,1135.2,995.9,973.5
7716,1478,1107.0,1006.99,980.01
7719,1781,1140.8,1022.69,987.52
7722,1970,1176.6,1035.26,994.55
7725,498,1136.2,1040.16,996.37
7728,1121,1063.3,1048.63,1001.35
7731,212,933.8,1044.53,999.19
7734,1207,1019.9,1041.75,1002.5
7737,1988,1185.0,1045.76,1010.61
7740,583,1220.2,1039.1,1009.07
7743,1079,1191.7,1038.11,1013.51
7746,1083,1152.2,1048.35,1010.91
7749,893,1063.4,1055.91,1013.12
7752,1339,1000.3,1059.94,1012.14
7755,1201,1070.6,1061.32,1010.95
7758,1017,1060.2,1065.39,1013.4
7761,1859,1224.9,1075.0,1018.34
7764,909,1195.1,1066.44,1015.96
7767,380,1034.3,1055.39,1016.39
7770,1670,1143.0,1059.4,1023.91
7773,1392,1174.3,1072.82,1025.52
7776,961,1162.1,1065.48,1024.27
7779,1569,1229.7,1065.65,1026.64
7782,573,1153.1,1055.02,1025.46
7785,477,1080.7,1040.87,1019.78
7788,1168,1095.8,1046.68,1023.1
7791,1867,1096.6,1053.24,1023.12
7794,999,1105.6,1053.62,1027.43
7797,1146,1182.2,1046.95,1027.63
7800,1950,1210.2,1057.65,1034.62
7803,449,1115.9,1052.3,1034.57
7806,86,1028.4,1038.05,1028.17
7809,1967,1068.2,1042.52,1033.42
7812,1486,1159.5,1039.57,1035.82
7815,631,1174.9,1031.81,1038.22
7818,655,1123.6,1032.29,1037.96
7821,435,980.4,1024.22,1031.24
7824,1443,1024.8,1025.38,1029.35
7827,1338,1044.0,1036.88,1031.96
7830,1031,952.1,1044.69,1031.29
7833,496,956.8,1048.76,1026.61
7836,663,1014.5,1036.09,1024.71
7839,698,887.6,1030.15,1022.83
7842,50,744.0,1029.82,1017.61
7845,837,764.6,1024.57,1015.93
7848,854,784.5,1016.26,1011.55
7851,191,760.1,1001.44,1002.98
7854,264,642.2,984.37,999.99
7857,1470,655.4,991.72,1006.84
7860,1676,719.9,1007.53,1008.28
7863,1404,810.7,1007.05,1013.59
7866,1895,933.9,1010.04,1022.41
7869,728,936.9,1005.87,1018.52
7872,499,981.8,1002.69,1013.89
7875,1498,1047.9,1010.27,1011.46
7878,888,1051.3,1013.65,1015.54
7881,718,1104.0,1001.69,1015.72
7884,327,1110.3,996.74,1014.76
7887,839,1047.2,985.73,1010.87
7890,900,969.6,980.09,1014.82
7893,1266,955.8,981.03,1013.04
7896,807,847.0,970.0,1013.93
7899,1715,945.7,976.76,1016.0
7902,1478,1043.6,991.46,1021.63
7905,238,917.6,980.27,1019.14
7908,1385,967.3,993.77,1018.77
7911,1182,1013.7,1000.7,1019.17
7914,890,1070.0,1007.76,1016.36
7917,1634,1149.5,1023.37,1015.64
7920,1985,1258.0,1036.33,1023.78
7923,1168,1248.2,1032.37,1023.96
7926,656,1233.1,1031.36,1022.43
7929,61,1067.7,1029.86,1020.93
7932,1048,1024.7,1036.06,1022.39
7935,1295,1130.4,1029.61,1022.1
7938,1638,1155.7,1044.93,1020.73
7941,1792,1216.7,1046.0,1025.83
7944,90,1136.7,1044.21,1018.39
7947,382,1011.5,1034.61,1010.96
7950,1210,934.0,1044.75,1008.51
7953,1620,979.2,1053.99,1011.56
7956,974,1011.0,1051.38,1010.63
7959,1255,1130.4,1051.4,1012.14
7962,774,1103.0,1055.1,1013.3
7965,1403,1113.8,1049.98,1016.48
7968,1972,1147.2,1053.13,1025.97
7971,1808,1148.8,1064.33,1034.2
7974,1718,1311.6,1080.55,1036.71
7977,1016,1375.0,1089.7,1040.77
7980,1570,1411.0,1091.57,1044.89
7983,1958,1444.8,1101.26,1049.02
7986,1425,1489.9,1097.91,1051.28
7989,625,1426.9,1089.73,1049.33
7992,224,1371.9,1075.85,1041.28
7995,1652,1396.8,1083.35,1041.81
7998,1984,1398.0,1084.69,1045.08
8001,1928,1410.0,1088.9,1051.28
8004,1772,1415.4,1103.16,1058.06
8007,1927,1506.5,1119.06,1058.39
8010,1303,1479.8,1129.78,1061.5
8013,293,1313.3,1119.07,1057.48
8016,707,1241.5,1111.36,1059.17
8019,135,1192.5,1094.9,1058.8
8022,1259,1296.0,1087.79,1061.53
8025,563,1187.1,1088.44,1064.3
8028,579,1046.6,1083.02,1065.83
8031,482,902.0,1085.72,1065.12
8034,34,728.2,1073.99,1057.87
8037,768,612.3,1061.79,1053.78
8040,262,508.2,1058.58,1048.84
8043,953,574.2,1057.32,1047.71
8046,1449,648.4,1060.98,1054.66
8049,1655,800.4,1068.6,1062.26
8052,1929,867.4,1074.5,1067.22
8055,1729,984.0,1079.78,1070.55
8058,1398,1065.9,1083.59,1074.49
8061,579,1075.6,1070.79,1072.89
8064,1065,1178.7,1072.35,1069.39
8067,650,1166.9,1075.05,1065.22
8070,658,1206.5,1064.93,1062.16
8073,1096,1220.8,1061.97,1067.39
8076,119,1087.8,1053.55,1059.52
8079,1332,1055.5,1051.18,1058.41
8082,85,871.1,1046.3,1050.66
8085,1876,885.8,1060.29,1050.58
8088,200,766.0,1050.61,1048.64
8091,1809,889.0,1050.03,1051.63
8094,1432,925.7,1054.36,1053.99
8097,630,923.7,1049.2,1048.08
8100,1815,1039.4,1047.85,1052.75
8103,1339,1063.7,1056.75,1054.53
8106,1721,1223.9,1073.1,1055.58
8109,1115,1202.2,1064.58,1053.55
8112,252,1218.9,1052.24,1045.9
8115,422,1073.5,1050.15,1040.98
8118,1228,1176.3,1055.88,1044.09
8121,1417,1137.1,1065.7,1044.96
8124,627,1056.6,1057.54,1041.46
8127,218,1015.4,1046.34,1041.61
8130,525,886.4,1041.28,1042.98
8133,1778,930.3,1054.1,1051.43
8136,277,785.9,1050.24,1043.16
8139,1325,806.9,1056.51,1043.33
8142,631,844.8,1062.32,1046.07
8145,521,854.7,1059.16,1041.87
8148,1986,930.5,1070.48,1043.37
8151,784,867.2,1076.41,1038.92
8154,864,890.9,1082.41,1033.39
8157,755,944.6,1075.26,1033.49
8160,1246,1016.7,1070.96,1039.24
8163,1677,1006.6,1073.69,1040.37
8166,736,1052.5,1062.1,1036.07
8169,1646,1084.6,1071.28,1038.58
8172,31,1024.6,1066.6,1034.64
8175,1068,1079.3,1062.3,1036.29
8178,1003,981.0,1063.45,1038.55
8181,553,957.9,1061.8,1031.74
8184,1045,976.0,1068.98,1032.86
8187,481,948.6,1065.4,1025.57
8190,780,902.0,1064.2,1022.14
8193,430,777.3,1055.84,1018.43
8196,630,766.7,1054.07,1012.03
8199,1687,770.8,1053.79,1015.27
8202,1225,890.2,1051.26,1021.36
8205,1289,912.3,1061.77,1021.02
8208,596,871.6,1053.88,1023.83
8211,1251,941.4,1054.57,1027.63
8214,284,865.3,1048.51,1028.13
8217,710,888.2,1039.27,1031.32
8220,630,873.2,1025.72,1031.03
8223,1702,1000.4,1031.06,1031.71
8226,676,1005.0,1031.26,1031.31
8229,1276,963.9,1043.41,1036.63
8232,1303,971.7,1045.96,1041.01
8235,616,904.4,1039.17,1034.39
8238,566,901.4,1028.45,1036.69
8241,430,819.3,1014.83,1030.41
8244,1884,979.3,1032.77,1038.49
8247,865,994.8,1037.6,1036.11
8250,165,948.3,1027.15,1035.95
8253,1878,965.9,1029.73,1041.86
8256,1241,1022.4,1032.4,1041.89
8259,939,988.7,1029.24,1040.32
8262,768,935.2,1029.18,1042.14
8265,655,939.1,1021.7,1035.84
8268,323,914.8,1005.21,1029.17
8271,1324,1004.2,1000.37,1032.35
8274,1259,941.7,995.78,1038.16
8277,749,930.1,993.11,1041.4
8280,1917,1105.3,996.58,1044.08
8283,787,996.2,984.87,1043.07
8286,1798,1051.9,988.6,1043.26
8289,58,963.8,982.93,1036.33
8292,1323,1019.3,993.92,1034.88
8295,239,977.7,979.79,1031.57
8298,247,970.1,962.42,1023.55
8301,1578,995.5,958.92,1023.91
8304,854,955.0,949.74,1026.45
8307,1724,1052.5,947.71,1033.38
8310,226,883.4,936.94,1033.36
8313,20,806.7,934.21,1026.64
8316,229,649.8,929.43,1020.39
8319,38,647.8,928.46,1011.68
8322,1290,644.5,928.77,1008.28
8325,1133,733.9,934.47,1011.46
8328,1262,835.4,941.3,1012.16
8331,290,706.6,939.38,1012.55
8334,1719,793.1,956.23,1015.11
8337,225,643.2,950.8,1006.29
8340,1850,805.6,966.68,1012.63
8343,975,901.1,966.9,1012.11
8346,1293,1007.5,965.34,1013.16
8349,211,1024.8,950.9,1009.75
8352,1846,1080.4,950.07,1012.28
8355,1260,1093.1,945.38,1012.58
8358,859,1052.8,939.99,1011.79
8361,1732,1197.0,951.52,1011.15
8364,1793,1204.4,958.8,1015.58
8367,999,1281.8,962.29,1018.67
8370,92,1106.0,956.63,1010.78
8373,1166,1125.1,957.33,1009.65
8376,1842,1180.0,974.56,1014.05
8379,1219,1280.8,973.43,1012.3
8382,1798,1276.0,990.56,1018.43
8385,1993,1349.3,991.73,1026.01
8388,1455,1408.9,1004.28,1027.44
8391,1868,1422.5,1004.87,1027.45
8394,955,1338.7,1000.1,1027.23
8397,47,1243.5,994.27,1021.74
8400,1469,1381.2,990.81,1019.33
8403,499,1314.5,982.41,1019.58
8406,97,1140.0,966.17,1019.63
8409,862,1104.3,963.64,1014.11
8412,1446,1069.1,975.58,1013.91
8415,458,915.6,975.94,1013.04
8418,45,774.6,964.11,1010.0
8421,1783,766.1,967.77,1016.74
8424,1998,870.4,981.48,1019.51
8427,1718,1037.5,996.48,1021.41
8430,1726,1063.2,1008.49,1024.88
8433,844,1097.7,999.15,1026.62
8436,887,1176.7,1005.25,1027.74
8439,940,1184.5,1001.4,1028.95
8442,1640,1203.9,1011.49,1036.9
8445,1104,1268.5,1017.32,1038.24
8448,202,1284.2,999.48,1034.98
8451,1281,1234.0,1004.45,1040.43
8454,398,1074.0,999.79,1041.1
8457,1059,1008.1,1002.83,1039.05
8460,1399,975.4,1004.36,1037.66
8463,1995,1090.5,1007.54,1040.62
8466,1507,1152.5,1015.25,1038.67
8469,1528,1211.3,1014.07,1042.67
8472,1015,1148.8,1023.91,1045.26
8475,980,1136.4,1023.03,1042.66
8478,1293,1245.5,1025.93,1044.69
8481,1433,1260.7,1034.73,1048.27
8484,1076,1328.5,1035.04,1052.01
8487,1522,1374.8,1045.45,1055.42
8490,1566,1391.5,1053.31,1058.76
8493,283,1220.3,1051.84,1053.84
8496,344,1104.0,1048.98,1051.53
8499,1430,1094.2,1046.41,1050.1
8502,1183,1111.0,1045.99,1048.62
8505,231,1036.1,1035.41,1048.59
8508,1672,1074.0,1046.17,1050.03
8511,397,970.4,1037.63,1046.1
8514,1785,1041.3,1052.64,1050.58
8517,1083,997.4,1056.37,1047.82
8520,1791,1019.9,1067.98,1046.85
8523,1079,1099.5,1061.75,1046.4
8526,1432,1208.3,1069.31,1050.29
8529,1238,1189.1,1068.93,1056.17
8532,341,1104.9,1059.31,1052.63
8535,383,1120.1,1056.98,1048.08
8538,1160,1068.9,1062.92,1045.68
8541,302,1059.4,1061.64,1038.23
8544,228,903.7,1045.08,1038.92
8547,1380,933.4,1050.23,1043.91
8550,1969,951.2,1068.27,1047.71
8553,1123,955.6,1060.72,1045.22
8556,1119,924.3,1059.5,1045.95
8559,972,897.7,1059.83,1044.54
8562,74,871.0,1052.89,1041.04
8565,1987,1031.4,1066.21,1043.95
8568,1045,1019.9,1073.43,1039.32
8571,923,1082.0,1069.42,1034.89
8574,641,1123.3,1063.24,1029.51
8577,1302,1115.5,1068.77,1030.94
8580,92,927.8,1050.52,1023.55
8583,259,841.4,1045.24,1015.05
8586,179,747.4,1029.05,1008.83
8589,464,696.6,1033.11,1008.02
8592,1558,845.0,1035.46,1014.69
8595,1102,756.5,1044.09,1011.94
8598,878,739.8,1050.4,1006.41
8601,1148,762.3,1046.1,1002.51
8604,1144,812.6,1049.0,999.37
8607,798,762.2,1039.74,993.73
8610,1745,927.5,1054.93,995.93
8613,203,921.9,1056.76,995.49
8616,1381,1042.1,1068.28,998.86
8619,258,1021.5,1070.48,999.47
8622,228,888.5,1059.86,994.32
8625,646,842.9,1054.99,994.73
8628,853,840.4,1050.9,996.1
8631,1072,832.8,1058.72,999.05
8634,503,768.7,1046.56,1001.39
8637,1345,823.4,1057.76,1004.28
8640,688,717.7,1046.14,1006.41
8643,1040,801.4,1046.79,1006.85
8646,859,749.2,1042.45,1003.89
8649,1204,843.8,1052.38,1001.64
8652,1571,978.1,1049.63,999.85
8655,464,959.9,1041.67,993.52
8658,1901,1064.7,1052.09,996.04
8661,1704,1127.9,1051.81,1001.66
8664,324,1110.0,1037.12,997.96
8667,1512,1126.7,1042.25,1002.27
8670,1015,1159.4,1051.48,1004.05
8673,305,1085.9,1042.87,1000.1
8676,338,1033.8,1027.83,1001.2
8679,744,987.8,1023.08,998.25
8682,480,878.7,1009.9,1000.23
8685,524,884.7,995.21,993.47
8688,586,753.2,986.52,995.4
8691,374,620.2,971.58,988.23
8694,1676,755.4,978.79,989.45
8697,35,607.7,978.67,986.47
8700,1517,657.9,979.15,984.98
8703,877,715.1,982.93,982.67
8706,1492,830.5,996.88,981.52
8709,461,802.2,992.87,978.25
8712,800,834.2,986.41,981.0
8715,981,879.9,991.64,983.79
8718,658,887.1,997.77,980.94
